transaction_id,user_id,product_sku,amount,payment_method,country,transaction_hour,is_fraud
TXN_000376,USER_0419,SKU_00983,66.78,Cash,France,16,0
TXN_000377,USER_0071,SKU_00044,96.91,PayPal,Canada,22,0
TXN_000378,USER_0489,SKU_00763,45.52,PayPal,UK,9,0
TXN_000379,USER_0360,SKU_00386,35.82,PayPal,UK,4,0
TXN_000380,USER_0089,SKU_00739,111.34,Credit Card,Germany,15,0
TXN_000381,USER_0262,SKU_00910,45.71,Credit Card,USA,11,0
TXN_000382,USER_0449,SKU_00761,16.49,PayPal,UK,20,0
TXN_000383,USER_0366,SKU_00495,215.52,PayPal,Canada,23,0
TXN_000384,USER_0464,SKU_00493,18.42,Bank Transfer,USA,4,0
TXN_000385,USER_0188,SKU_00169,49.67,Credit Card,Canada,20,0
TXN_000386,USER_0112,SKU_00642,75.32,Credit Card,Canada,0,0
TXN_000387,USER_0452,SKU_00531,86.07,Credit Card,Canada,1,0
TXN_000388,USER_0413,SKU_00336,64.69,Cash,USA,4,0
TXN_000389,USER_0422,SKU_00747,2.88,PayPal,France,22,0
TXN_000390,USER_0239,SKU_00857,27.04,Bank Transfer,Australia,18,0
TXN_000391,USER_0476,SKU_00513,146.86,Bank Transfer,Canada,14,1
TXN_000392,USER_0256,SKU_00130,48.96,PayPal,Germany,0,0
TXN_000393,USER_0150,SKU_00539,91.07,PayPal,UK,10,0
TXN_000394,USER_0127,SKU_00514,151.64,Bank Transfer,Australia,17,0
TXN_000395,USER_0392,SKU_00250,90.62,Cash,UK,2,0
TXN_000396,USER_0319,SKU_00734,26.34,Bank Transfer,UK,8,0
TXN_000397,USER_0480,SKU_00947,31.86,Cash,USA,23,0
TXN_000398,USER_0481,SKU_00138,279.06,Cash,Germany,3,0
TXN_000399,USER_0397,SKU_00275,45.64,Credit Card,Germany,23,0
TXN_000400,USER_0411,SKU_00464,49.63,PayPal,Australia,12,0
TXN_000401,USER_0402,SKU_00141,90.91,Credit Card,Germany,8,0
TXN_000402,USER_0274,SKU_00944,188.15,Cash,Germany,2,0
TXN_000403,USER_0333,SKU_00256,22.17,Bank Transfer,Germany,15,0
TXN_000404,USER_0470,SKU_00882,33.24,Credit Card,Australia,21,0
TXN_000405,USER_0446,SKU_00824,10.98,Bank Transfer,France,7,0
TXN_000406,USER_0398,SKU_00456,40.59,Cash,Germany,6,0
TXN_000407,USER_0139,SKU_00952,96.31,Bank Transfer,Germany,22,0
TXN_000408,USER_0103,SKU_00434,37.93,Credit Card,USA,16,0
TXN_000409,USER_0242,SKU_00607,317.29,Cash,USA,15,0
TXN_000410,USER_0117,SKU_00173,61.33,PayPal,Germany,20,0
TXN_000411,USER_0214,SKU_00473,49.29,Credit Card,France,21,0
TXN_000412,USER_0484,SKU_00955,38.39,Credit Card,Germany,17,0
TXN_000413,USER_0017,SKU_00423,14.02,PayPal,Germany,15,0
TXN_000414,USER_0179,SKU_00917,49.88,Cash,Germany,14,0
TXN_000415,USER_0224,SKU_00439,78.13,PayPal,Canada,1,0
TXN_000416,USER_0270,SKU_00057,48.52,Credit Card,France,19,0
TXN_000417,USER_0490,SKU_00498,68.79,Cash,UK,3,0
TXN_000418,USER_0313,SKU_00614,27.92,Bank Transfer,Germany,4,0
TXN_000419,USER_0349,SKU_00169,15.73,Credit Card,UK,6,0
TXN_000420,USER_0134,SKU_00989,49.1,Bank Transfer,France,14,0
TXN_000421,USER_0114,SKU_00582,136.14,PayPal,Germany,16,1
TXN_000422,USER_0441,SKU_00850,46.12,Cash,UK,9,0
TXN_000423,USER_0132,SKU_00561,66.92,PayPal,Australia,19,0
TXN_000424,USER_0139,SKU_00428,118.71,Bank Transfer,UK,8,0
TXN_000425,USER_0365,SKU_00419,118.25,Credit Card,France,15,0
TXN_000426,USER_0232,SKU_00347,128.69,Cash,Germany,23,0
TXN_000427,USER_0458,SKU_00517,149.21,PayPal,Canada,2,0
TXN_000428,USER_0375,SKU_00455,89.75,Bank Transfer,France,21,0
TXN_000429,USER_0092,SKU_00714,77.97,Bank Transfer,Canada,8,0
TXN_000430,USER_0267,SKU_00202,381.06,Credit Card,Germany,7,0
TXN_000431,USER_0099,SKU_00179,119.54,Bank Transfer,UK,22,0
TXN_000432,USER_0207,SKU_00057,23.45,Cash,Australia,6,0
TXN_000433,USER_0008,SKU_00698,8.47,Bank Transfer,Australia,16,0
TXN_000434,USER_0468,SKU_00604,42.9,Credit Card,France,4,0
TXN_000435,USER_0370,SKU_00804,101.98,PayPal,France,6,0
TXN_000436,USER_0443,SKU_00906,142.44,Cash,France,12,0
TXN_000437,USER_0405,SKU_00946,15.64,PayPal,USA,17,0
TXN_000438,USER_0321,SKU_00995,113.23,PayPal,Australia,21,0
TXN_000439,USER_0093,SKU_00501,169.81,Bank Transfer,Australia,13,0
TXN_000440,USER_0408,SKU_00739,100.36,Bank Transfer,Germany,17,0
TXN_000441,USER_0158,SKU_00933,82.74,Credit Card,USA,2,0
TXN_000442,USER_0360,SKU_00112,47.81,Bank Transfer,France,16,0
TXN_000443,USER_0099,SKU_00148,34.47,Bank Transfer,France,18,0
TXN_000444,USER_0225,SKU_00781,119.77,PayPal,Canada,6,0
TXN_000445,USER_0340,SKU_00715,97.84,Cash,USA,20,0
TXN_000446,USER_0441,SKU_00378,39.36,Bank Transfer,UK,3,0
TXN_000447,USER_0208,SKU_00877,693.75,Cash,Australia,14,0
TXN_000448,USER_0073,SKU_00915,12.06,Bank Transfer,Germany,23,0
TXN_000449,USER_0479,SKU_00348,43.29,Bank Transfer,UK,7,0
TXN_000450,USER_0401,SKU_00358,25.24,Credit Card,UK,15,0
TXN_000451,USER_0059,SKU_00056,80.17,Bank Transfer,Germany,0,0
TXN_000452,USER_0287,SKU_00813,7.78,Credit Card,France,15,0
TXN_000453,USER_0064,SKU_00316,194.27,PayPal,Australia,1,0
TXN_000454,USER_0256,SKU_00964,149.22,Cash,Canada,1,0
TXN_000455,USER_0048,SKU_00185,71.33,Bank Transfer,France,7,0
TXN_000456,USER_0279,SKU_00054,40.03,Credit Card,France,11,0
TXN_000457,USER_0198,SKU_00037,111.76,PayPal,USA,10,0
TXN_000458,USER_0158,SKU_00723,75.85,Bank Transfer,UK,5,0
TXN_000459,USER_0311,SKU_00805,141.46,Credit Card,UK,18,0
TXN_000460,USER_0007,SKU_00270,48.31,Credit Card,Australia,17,0
TXN_000461,USER_0248,SKU_00863,45.54,PayPal,UK,4,0
TXN_000462,USER_0368,SKU_00732,160.41,Bank Transfer,Canada,14,0
TXN_000463,USER_0232,SKU_00508,102.89,Bank Transfer,Canada,7,0
TXN_000464,USER_0106,SKU_00228,45.88,Cash,Canada,5,0
TXN_000465,USER_0494,SKU_00428,78.87,Bank Transfer,Germany,11,0
TXN_000466,USER_0459,SKU_00870,65.68,Credit Card,Australia,18,0
TXN_000467,USER_0098,SKU_00723,87.11,Cash,Canada,11,0
TXN_000468,USER_0268,SKU_00810,194.31,Cash,USA,11,0
TXN_000469,USER_0060,SKU_00001,38.48,Bank Transfer,USA,8,0
TXN_000470,USER_0308,SKU_00023,28.66,Cash,France,23,0
TXN_000471,USER_0493,SKU_00503,71.79,Credit Card,France,9,0
TXN_000472,USER_0495,SKU_00448,31.93,Credit Card,Australia,21,0
TXN_000473,USER_0411,SKU_00796,21.96,PayPal,France,16,0
TXN_000474,USER_0140,SKU_00496,147.46,Credit Card,France,17,0
TXN_000475,USER_0397,SKU_00900,40.97,PayPal,USA,15,0
TXN_000476,USER_0328,SKU_00425,8.43,Cash,France,3,0
TXN_000477,USER_0464,SKU_00700,127.41,PayPal,USA,17,0
TXN_000478,USER_0190,SKU_00018,35.23,Bank Transfer,Canada,2,0
TXN_000479,USER_0125,SKU_00959,97.3,PayPal,Canada,15,0
TXN_000480,USER_0413,SKU_00445,161.33,Bank Transfer,Australia,13,0
TXN_000481,USER_0163,SKU_00561,66.0,Cash,Germany,23,0
TXN_000482,USER_0060,SKU_00559,7.13,PayPal,France,8,0
TXN_000483,USER_0413,SKU_00627,7.66,Credit Card,Canada,5,0
TXN_000484,USER_0031,SKU_00039,27.87,Bank Transfer,Canada,3,0
TXN_000485,USER_0333,SKU_00729,51.58,Cash,Australia,1,0
TXN_000486,USER_0076,SKU_00210,181.3,Credit Card,UK,22,0
TXN_000487,USER_0243,SKU_00774,73.06,Bank Transfer,UK,9,0
TXN_000488,USER_0317,SKU_00211,747.9,Cash,Australia,10,0
TXN_000489,USER_0258,SKU_00565,12.29,Cash,USA,6,0
TXN_000490,USER_0417,SKU_00972,61.64,Credit Card,Germany,4,0
TXN_000491,USER_0456,SKU_00281,34.97,Cash,Australia,3,0
TXN_000492,USER_0190,SKU_00867,69.04,PayPal,UK,5,0
TXN_000493,USER_0489,SKU_00833,314.72,Cash,Germany,1,0
TXN_000494,USER_0377,SKU_00133,335.26,Bank Transfer,Canada,1,0
TXN_000495,USER_0315,SKU_00449,115.3,Bank Transfer,Australia,15,1
TXN_000496,USER_0296,SKU_00264,129.22,Bank Transfer,USA,22,0
TXN_000497,USER_0177,SKU_00807,67.73,PayPal,Germany,22,0
TXN_000498,USER_0489,SKU_00111,18.63,Credit Card,UK,12,0
TXN_000499,USER_0288,SKU_00555,55.39,PayPal,Canada,20,0
TXN_000500,USER_0294,SKU_00850,32.95,PayPal,Australia,6,0
TXN_000501,USER_0348,SKU_00238,51.28,PayPal,France,4,0
TXN_000502,USER_0207,SKU_00891,23.29,Cash,Canada,16,0
TXN_000503,USER_0215,SKU_00457,63.76,Credit Card,UK,12,0
TXN_000504,USER_0344,SKU_00901,74.12,Cash,Australia,14,0
TXN_000505,USER_0141,SKU_00759,110.42,PayPal,UK,2,0
TXN_000506,USER_0085,SKU_00516,74.43,Bank Transfer,France,22,0
TXN_000507,USER_0182,SKU_00876,279.95,PayPal,Canada,3,0
TXN_000508,USER_0332,SKU_00861,488.92,Credit Card,Germany,14,0
TXN_000509,USER_0128,SKU_00897,36.43,Bank Transfer,Germany,17,0
TXN_000510,USER_0269,SKU_00862,144.04,Credit Card,Canada,2,0
TXN_000511,USER_0039,SKU_00824,452.42,PayPal,Germany,6,0
TXN_000512,USER_0023,SKU_00173,147.84,Credit Card,Australia,7,0
TXN_000513,USER_0242,SKU_00193,111.87,Cash,Canada,10,0
TXN_000514,USER_0366,SKU_00515,8.83,Bank Transfer,Canada,21,0
TXN_000515,USER_0107,SKU_00790,62.5,Credit Card,UK,8,1
TXN_000516,USER_0348,SKU_00968,36.16,Bank Transfer,USA,19,0
TXN_000517,USER_0142,SKU_00568,218.59,Bank Transfer,UK,11,0
TXN_000518,USER_0145,SKU_00786,26.3,PayPal,Germany,4,0
TXN_000519,USER_0280,SKU_00409,50.13,PayPal,USA,0,0
TXN_000520,USER_0245,SKU_00688,126.5,Bank Transfer,Canada,13,0
TXN_000521,USER_0442,SKU_00628,25.14,Credit Card,Germany,2,0
TXN_000522,USER_0191,SKU_00084,72.17,Bank Transfer,France,14,0
TXN_000523,USER_0290,SKU_00671,63.36,PayPal,Germany,9,0
TXN_000524,USER_0179,SKU_00798,131.25,Credit Card,USA,9,0
TXN_000525,USER_0112,SKU_00080,105.51,Bank Transfer,USA,23,0
TXN_000526,USER_0214,SKU_00578,102.24,PayPal,Canada,2,0
TXN_000527,USER_0138,SKU_00209,66.74,Bank Transfer,Australia,5,0
TXN_000528,USER_0374,SKU_00522,10.22,Bank Transfer,France,4,0
TXN_000529,USER_0200,SKU_00199,125.56,Bank Transfer,Canada,23,1
TXN_000530,USER_0405,SKU_00571,57.7,Credit Card,France,18,0
TXN_000531,USER_0421,SKU_00234,117.51,PayPal,France,13,0
TXN_000532,USER_0007,SKU_00819,35.77,PayPal,Canada,16,0
TXN_000533,USER_0346,SKU_00244,56.93,Cash,Germany,11,0
TXN_000534,USER_0013,SKU_00891,58.75,Bank Transfer,UK,8,0
TXN_000535,USER_0080,SKU_00393,26.77,Bank Transfer,France,2,0
TXN_000536,USER_0286,SKU_00566,17.23,Cash,USA,17,0
TXN_000537,USER_0159,SKU_00446,80.04,Bank Transfer,Canada,3,0
TXN_000538,USER_0389,SKU_00849,149.57,Credit Card,Australia,13,0
TXN_000539,USER_0416,SKU_00393,29.23,Cash,Germany,23,0
TXN_000540,USER_0272,SKU_00009,43.91,PayPal,France,5,0
TXN_000541,USER_0495,SKU_00613,125.15,Bank Transfer,Australia,14,0
TXN_000542,USER_0201,SKU_00920,137.92,PayPal,Germany,16,0
TXN_000543,USER_0150,SKU_00807,68.82,Bank Transfer,Canada,23,0
TXN_000544,USER_0448,SKU_00715,82.62,Cash,Australia,4,0
TXN_000545,USER_0428,SKU_00904,92.95,PayPal,USA,5,0
TXN_000546,USER_0296,SKU_00153,111.17,Bank Transfer,France,20,0
TXN_000547,USER_0493,SKU_00110,18.7,Credit Card,France,4,0
TXN_000548,USER_0293,SKU_00834,371.37,Cash,Australia,18,0
TXN_000549,USER_0334,SKU_00266,71.81,Bank Transfer,Germany,13,0
TXN_000550,USER_0272,SKU_00373,113.28,Bank Transfer,Canada,3,0
TXN_000551,USER_0043,SKU_00152,25.49,Bank Transfer,UK,4,0
TXN_000552,USER_0468,SKU_00976,45.34,Cash,France,10,0
TXN_000553,USER_0319,SKU_00595,79.6,Bank Transfer,USA,1,0
TXN_000554,USER_0492,SKU_00955,8.99,Bank Transfer,France,21,0
TXN_000555,USER_0015,SKU_00415,22.17,PayPal,France,1,0
TXN_000556,USER_0248,SKU_00907,26.44,PayPal,UK,19,0
TXN_000557,USER_0172,SKU_00646,15.2,Cash,UK,11,0
TXN_000558,USER_0218,SKU_00326,60.71,Cash,Canada,15,0
TXN_000559,USER_0137,SKU_00672,50.7,Credit Card,France,16,0
TXN_000560,USER_0321,SKU_00551,226.72,Bank Transfer,France,3,0
TXN_000561,USER_0227,SKU_00176,17.8,PayPal,Germany,13,0
TXN_000562,USER_0044,SKU_00525,69.04,PayPal,Germany,6,0
TXN_000563,USER_0020,SKU_00315,22.64,Bank Transfer,Australia,14,0
TXN_000564,USER_0493,SKU_00067,9.8,Bank Transfer,Australia,15,0
TXN_000565,USER_0119,SKU_00952,98.28,Cash,USA,7,0
TXN_000566,USER_0454,SKU_00760,106.76,Credit Card,USA,1,0
TXN_000567,USER_0234,SKU_00553,94.83,Credit Card,Germany,18,0
TXN_000568,USER_0458,SKU_00184,14.64,Cash,Australia,0,0
TXN_000569,USER_0368,SKU_00035,59.36,Cash,USA,22,0
TXN_000570,USER_0379,SKU_00934,99.22,PayPal,France,3,0
TXN_000571,USER_0417,SKU_00505,141.48,Cash,Australia,23,0
TXN_000572,USER_0336,SKU_00849,102.34,Credit Card,UK,20,0
TXN_000573,USER_0356,SKU_00963,143.33,PayPal,Australia,21,0
TXN_000574,USER_0262,SKU_00802,158.76,Credit Card,France,10,0
TXN_000575,USER_0083,SKU_00076,60.63,Bank Transfer,Germany,9,0
TXN_000576,USER_0031,SKU_00472,89.88,Credit Card,Canada,17,0
TXN_000577,USER_0322,SKU_00582,148.37,PayPal,Canada,0,0
TXN_000578,USER_0274,SKU_00746,80.65,Credit Card,Germany,16,0
TXN_000579,USER_0234,SKU_00523,181.09,PayPal,France,15,0
TXN_000580,USER_0028,SKU_00880,130.91,PayPal,USA,11,0
TXN_000581,USER_0252,SKU_00283,29.01,Cash,Australia,15,0
TXN_000582,USER_0324,SKU_00816,14.79,Credit Card,Australia,8,0
TXN_000583,USER_0253,SKU_00536,55.66,Cash,USA,16,0
TXN_000584,USER_0449,SKU_00274,16.76,Cash,Canada,2,0
TXN_000585,USER_0239,SKU_00539,59.33,Credit Card,Germany,17,0
TXN_000586,USER_0490,SKU_00054,54.2,PayPal,Germany,14,0
TXN_000587,USER_0370,SKU_00055,200.52,Bank Transfer,UK,14,0
TXN_000588,USER_0464,SKU_00888,90.47,Credit Card,Canada,15,0
TXN_000589,USER_0429,SKU_00745,145.17,Cash,Germany,19,0
TXN_000590,USER_0314,SKU_00277,33.46,Cash,UK,0,0
TXN_000591,USER_0175,SKU_00443,252.06,PayPal,USA,0,0
TXN_000592,USER_0194,SKU_00883,133.44,Cash,Canada,3,0
TXN_000593,USER_0180,SKU_00418,83.72,Bank Transfer,Canada,12,0
TXN_000594,USER_0420,SKU_00632,8.97,Cash,Germany,3,0
TXN_000595,USER_0385,SKU_00225,177.46,PayPal,Germany,22,0
TXN_000596,USER_0295,SKU_00570,321.61,Credit Card,France,7,0
TXN_000597,USER_0215,SKU_00255,55.22,PayPal,USA,12,0
TXN_000598,USER_0474,SKU_00176,56.36,Cash,USA,23,0
TXN_000599,USER_0203,SKU_00566,32.57,PayPal,Australia,7,0
TXN_000600,USER_0250,SKU_00146,10.68,Cash,UK,13,0
TXN_000601,USER_0362,SKU_00771,31.12,PayPal,UK,0,0
TXN_000602,USER_0257,SKU_00664,286.98,Credit Card,France,8,0
TXN_000603,USER_0075,SKU_00385,160.62,Cash,Australia,23,0
TXN_000604,USER_0344,SKU_00262,25.21,Bank Transfer,USA,0,0
TXN_000605,USER_0202,SKU_00531,30.62,Bank Transfer,UK,6,0
TXN_000606,USER_0142,SKU_00854,461.78,Bank Transfer,USA,19,0
TXN_000607,USER_0206,SKU_00371,19.68,Bank Transfer,USA,12,0
TXN_000608,USER_0199,SKU_00683,26.7,Cash,Australia,14,0
TXN_000609,USER_0407,SKU_00891,35.53,Cash,UK,8,0
TXN_000610,USER_0171,SKU_00904,14.04,Credit Card,Germany,15,0
TXN_000611,USER_0406,SKU_00197,31.9,PayPal,Germany,16,0
TXN_000612,USER_0316,SKU_00948,32.38,Cash,Australia,8,0
TXN_000613,USER_0228,SKU_00585,22.15,Bank Transfer,UK,5,0
TXN_000614,USER_0411,SKU_00815,206.02,Cash,France,19,0
TXN_000615,USER_0440,SKU_00597,17.0,Bank Transfer,Canada,11,0
TXN_000616,USER_0386,SKU_00284,47.37,Credit Card,Australia,15,0
TXN_000617,USER_0423,SKU_00302,22.71,PayPal,USA,20,0
TXN_000618,USER_0179,SKU_00132,44.26,Cash,Australia,14,0
TXN_000619,USER_0366,SKU_00120,21.68,PayPal,Canada,6,0
TXN_000620,USER_0275,SKU_00728,58.9,Bank Transfer,Australia,9,0
TXN_000621,USER_0062,SKU_00136,75.3,Bank Transfer,UK,3,0
TXN_000622,USER_0327,SKU_00628,221.89,PayPal,USA,23,0
TXN_000623,USER_0204,SKU_00573,30.31,Credit Card,Canada,2,0
TXN_000624,USER_0451,SKU_00529,550.58,PayPal,Germany,17,1
TXN_000625,USER_0447,SKU_00034,24.36,PayPal,France,0,0
TXN_000626,USER_0367,SKU_00532,43.03,Cash,Australia,12,0
TXN_000627,USER_0133,SKU_00208,318.86,Cash,Australia,21,0
TXN_000628,USER_0072,SKU_00970,995.2,Bank Transfer,Canada,17,0
TXN_000629,USER_0078,SKU_00674,294.69,Cash,France,7,0
TXN_000630,USER_0189,SKU_00299,43.66,Credit Card,Australia,10,0
TXN_000631,USER_0356,SKU_00522,182.74,Credit Card,Germany,9,1
TXN_000632,USER_0071,SKU_00094,108.05,Credit Card,Canada,3,0
TXN_000633,USER_0263,SKU_00414,77.12,Bank Transfer,UK,3,0
TXN_000634,USER_0306,SKU_00371,19.93,Credit Card,USA,3,0
TXN_000635,USER_0046,SKU_00409,69.03,Credit Card,Germany,11,0
TXN_000636,USER_0224,SKU_00383,32.92,Cash,France,7,0
TXN_000637,USER_0328,SKU_00441,20.73,Bank Transfer,France,12,0
TXN_000638,USER_0250,SKU_00878,39.99,PayPal,Germany,7,0
TXN_000639,USER_0076,SKU_00447,74.84,Credit Card,UK,20,0
TXN_000640,USER_0074,SKU_00619,148.62,Cash,Australia,2,0
TXN_000641,USER_0142,SKU_00617,84.7,PayPal,UK,11,1
TXN_000642,USER_0073,SKU_00071,50.47,Credit Card,Australia,17,0
TXN_000643,USER_0102,SKU_00943,121.99,PayPal,Australia,14,0
TXN_000644,USER_0094,SKU_00084,58.61,PayPal,France,13,0
TXN_000645,USER_0069,SKU_00209,79.96,Bank Transfer,Australia,8,0
TXN_000646,USER_0065,SKU_00259,59.03,Bank Transfer,Germany,4,0
TXN_000647,USER_0193,SKU_00239,66.87,Credit Card,Australia,14,0
TXN_000648,USER_0441,SKU_00302,18.56,Credit Card,Germany,7,0
TXN_000649,USER_0062,SKU_00232,61.7,Bank Transfer,USA,22,0
TXN_000650,USER_0020,SKU_00932,227.66,Credit Card,France,2,0
TXN_000651,USER_0241,SKU_00282,64.65,Credit Card,UK,11,0
TXN_000652,USER_0203,SKU_00394,23.72,Bank Transfer,Canada,4,0
TXN_000653,USER_0410,SKU_00418,239.02,PayPal,UK,8,0
TXN_000654,USER_0300,SKU_00206,112.32,Credit Card,UK,19,0
TXN_000655,USER_0195,SKU_00264,117.64,Cash,Canada,2,0
TXN_000656,USER_0454,SKU_00311,114.49,Bank Transfer,France,22,0
TXN_000657,USER_0062,SKU_00859,17.7,Credit Card,Australia,7,0
TXN_000658,USER_0107,SKU_00906,104.36,Credit Card,USA,20,0
TXN_000659,USER_0125,SKU_00697,218.03,Bank Transfer,UK,12,0
TXN_000660,USER_0301,SKU_00626,33.78,Cash,Australia,7,0
TXN_000661,USER_0267,SKU_00079,7.94,Cash,UK,4,0
TXN_000662,USER_0456,SKU_00869,78.69,Bank Transfer,France,6,0
TXN_000663,USER_0477,SKU_00342,112.84,Cash,France,4,1
TXN_000664,USER_0202,SKU_00813,11.62,Credit Card,Germany,8,0
TXN_000665,USER_0162,SKU_00562,100.02,Cash,France,4,0
TXN_000666,USER_0344,SKU_00832,92.79,Credit Card,France,7,0
TXN_000667,USER_0302,SKU_00095,12.6,PayPal,UK,11,0
TXN_000668,USER_0112,SKU_00770,361.15,Cash,USA,3,0
TXN_000669,USER_0337,SKU_00941,115.71,PayPal,UK,8,0
TXN_000670,USER_0032,SKU_00351,8.25,Bank Transfer,Australia,21,0
TXN_000671,USER_0459,SKU_00062,123.82,Cash,France,21,0
TXN_000672,USER_0098,SKU_00142,120.28,Credit Card,Germany,13,0
TXN_000673,USER_0472,SKU_00842,224.75,Cash,USA,18,0
TXN_000674,USER_0247,SKU_00734,29.26,Bank Transfer,Germany,12,0
TXN_000675,USER_0261,SKU_00868,125.63,Bank Transfer,Canada,2,0
TXN_000676,USER_0191,SKU_00111,43.09,Credit Card,Germany,3,0
TXN_000677,USER_0029,SKU_00616,31.3,Cash,Germany,0,0
TXN_000678,USER_0048,SKU_00527,22.99,PayPal,Australia,21,0
TXN_000679,USER_0496,SKU_00782,8.14,Bank Transfer,France,0,0
TXN_000680,USER_0250,SKU_00671,93.73,Bank Transfer,Australia,10,0
TXN_000681,USER_0226,SKU_00157,41.55,Credit Card,France,15,0
TXN_000682,USER_0272,SKU_00539,3.56,Cash,Australia,3,0
TXN_000683,USER_0153,SKU_00597,58.87,PayPal,France,6,0
TXN_000684,USER_0485,SKU_00009,347.58,Cash,France,11,1
TXN_000685,USER_0328,SKU_00276,14.78,Cash,France,5,0
TXN_000686,USER_0285,SKU_00227,26.77,PayPal,Germany,23,0
TXN_000687,USER_0180,SKU_00186,169.7,Credit Card,Canada,19,1
TXN_000688,USER_0302,SKU_00591,4.23,Bank Transfer,France,8,0
TXN_000689,USER_0153,SKU_00216,32.02,Credit Card,Canada,7,0
TXN_000690,USER_0234,SKU_00433,77.22,Credit Card,Canada,13,0
TXN_000691,USER_0023,SKU_00569,31.15,Cash,UK,14,0
TXN_000692,USER_0418,SKU_00656,14.91,PayPal,UK,20,0
TXN_000693,USER_0451,SKU_00356,15.64,Bank Transfer,USA,21,0
TXN_000694,USER_0094,SKU_00843,10.89,Cash,Australia,4,0
TXN_000695,USER_0370,SKU_00392,28.99,Bank Transfer,UK,14,0
TXN_000696,USER_0245,SKU_00579,157.07,Cash,France,5,0
TXN_000697,USER_0290,SKU_00275,579.34,PayPal,Canada,0,0
TXN_000698,USER_0160,SKU_00494,56.61,Bank Transfer,Australia,19,0
TXN_000699,USER_0373,SKU_00617,117.71,Bank Transfer,USA,8,0
TXN_000700,USER_0285,SKU_00451,21.31,Credit Card,UK,3,0
TXN_000701,USER_0009,SKU_00420,6.74,Cash,Germany,1,0
TXN_000702,USER_0450,SKU_00985,347.79,Cash,Australia,5,0
TXN_000703,USER_0185,SKU_00700,30.11,Cash,USA,1,0
TXN_000704,USER_0295,SKU_00164,112.02,Credit Card,France,2,0
TXN_000705,USER_0135,SKU_00779,63.97,Credit Card,Australia,6,0
TXN_000706,USER_0110,SKU_00563,147.61,Bank Transfer,Canada,19,0
TXN_000707,USER_0069,SKU_00638,141.75,Cash,France,16,0
TXN_000708,USER_0136,SKU_00592,72.08,Cash,France,8,0
TXN_000709,USER_0096,SKU_00183,80.46,Bank Transfer,Australia,21,0
TXN_000710,USER_0119,SKU_00310,183.57,Bank Transfer,Germany,8,0
TXN_000711,USER_0374,SKU_00017,36.25,Bank Transfer,Germany,18,0
TXN_000712,USER_0274,SKU_00446,258.69,PayPal,Australia,4,0
TXN_000713,USER_0358,SKU_00170,26.9,PayPal,Australia,5,0
TXN_000714,USER_0366,SKU_00280,58.94,Bank Transfer,Australia,17,0
TXN_000715,USER_0338,SKU_00913,204.86,Credit Card,Canada,0,1
TXN_000716,USER_0177,SKU_00816,21.42,Credit Card,UK,16,1
TXN_000717,USER_0361,SKU_00340,217.42,Cash,France,13,0
TXN_000718,USER_0237,SKU_00726,87.87,PayPal,Australia,14,0
TXN_000719,USER_0272,SKU_00710,1481.74,PayPal,UK,4,0
TXN_000720,USER_0277,SKU_00519,437.33,Bank Transfer,Canada,16,0
TXN_000721,USER_0138,SKU_00910,54.01,Bank Transfer,France,20,0
TXN_000722,USER_0362,SKU_00011,325.57,Bank Transfer,UK,20,0
TXN_000723,USER_0132,SKU_00524,127.4,Bank Transfer,France,22,0
TXN_000724,USER_0044,SKU_00622,68.79,Bank Transfer,Germany,22,0
TXN_000725,USER_0123,SKU_00133,10.39,Credit Card,Australia,10,0
TXN_000726,USER_0136,SKU_00901,13.15,Credit Card,Germany,9,0
TXN_000727,USER_0367,SKU_00640,54.84,Bank Transfer,USA,16,0
TXN_000728,USER_0373,SKU_00148,33.27,Credit Card,Canada,0,0
TXN_000729,USER_0126,SKU_00566,68.39,Bank Transfer,Australia,4,0
TXN_000730,USER_0439,SKU_00823,215.37,Bank Transfer,UK,15,0
TXN_000731,USER_0275,SKU_00954,129.67,PayPal,France,6,0
TXN_000732,USER_0495,SKU_00079,27.21,Credit Card,USA,11,0
TXN_000733,USER_0064,SKU_00346,137.68,Credit Card,Canada,7,0
TXN_000734,USER_0296,SKU_00609,21.89,PayPal,Canada,17,0
TXN_000735,USER_0232,SKU_00249,17.42,Credit Card,Canada,0,0
TXN_000736,USER_0051,SKU_00639,79.97,PayPal,UK,19,0
TXN_000737,USER_0137,SKU_00542,24.18,Cash,Australia,11,0
TXN_000738,USER_0158,SKU_00024,28.74,Credit Card,Germany,3,0
TXN_000739,USER_0056,SKU_00471,147.52,Bank Transfer,USA,11,0
TXN_000740,USER_0081,SKU_00201,210.78,PayPal,UK,21,1
TXN_000741,USER_0232,SKU_00131,37.64,Bank Transfer,France,0,0
TXN_000742,USER_0428,SKU_00634,10.75,Bank Transfer,UK,0,0
TXN_000743,USER_0443,SKU_00356,26.18,Credit Card,France,2,0
TXN_000744,USER_0399,SKU_00944,761.46,PayPal,France,20,1
TXN_000745,USER_0452,SKU_00839,143.53,Cash,Canada,11,0
TXN_000746,USER_0326,SKU_00150,226.69,Bank Transfer,UK,21,0
TXN_000747,USER_0128,SKU_00526,70.53,Bank Transfer,Germany,20,0
TXN_000748,USER_0126,SKU_00304,38.43,Cash,France,12,0
TXN_000749,USER_0317,SKU_00541,134.99,PayPal,Canada,12,0
TXN_000750,USER_0080,SKU_00050,196.73,Credit Card,Germany,20,0
