date,product_category,sales_amount,quantity,discount_percent,customer_age,customer_gender,region,is_weekend,customer_satisfaction
2024-02-09,Books,115.69,5,16.8,29.0,Other,North,False,4
2024-02-10,Sports,66.23200000000001,10,15.5,42.0,Male,East,True,3
2024-02-11,Electronics,119.12400000000001,5,18.6,17.0,Male,North,True,5
2024-02-12,Books,164.27,3,4.2,15.0,Male,South,False,4
2024-02-13,Sports,151.83,6,4.9,28.0,Other,West,False,2
2024-02-14,Books,113.09,4,22.3,48.0,Male,North,False,5
2024-02-15,Clothing,101.14,18,18.7,28.0,Female,South,False,5
2024-02-16,Clothing,103.6,9,22.7,54.0,Female,West,False,4
2024-02-17,Sports,94.72800000000001,17,19.0,49.0,Other,South,True,5
2024-02-18,Books,55.455999999999996,13,14.9,,Male,North,True,4
2024-02-19,Electronics,138.42000000000002,15,16.4,39.0,Female,South,False,5
2024-02-20,Sports,49.94,17,22.2,38.0,Other,East,False,4
2024-02-21,Clothing,111.98,13,14.5,37.0,Male,West,False,4
2024-02-22,Clothing,119.42,16,15.8,31.0,Female,South,False,5
2024-02-23,Sports,85.5,4,3.9,32.0,Male,North,False,4
2024-02-24,Books,117.77600000000001,5,11.8,22.0,Other,West,True,2
2024-02-25,Clothing,50.584,5,17.9,8.0,Male,East,True,4
2024-02-26,Books,56.07,9,6.8,,Other,West,False,4
2024-02-27,Clothing,106.73,17,5.1,37.0,Male,East,False,3
2024-02-28,Clothing,131.41,13,7.8,35.0,Female,West,False,5
2024-02-29,Home,150.52,2,6.0,40.0,Other,South,False,3
2024-03-01,Clothing,86.23,13,5.4,25.0,Other,South,False,3
2024-03-02,Electronics,158.83200000000002,19,10.6,23.0,Other,North,True,5
2024-03-03,Sports,79.072,3,22.7,32.0,Male,East,True,4
2024-03-04,Sports,94.82,10,12.7,51.0,Male,North,False,2
2024-03-05,Books,126.51,2,4.7,,Female,South,False,4
2024-03-06,Clothing,119.57,13,1.9,3.0,Other,East,False,4
2024-03-07,Electronics,79.065,19,17.4,29.0,Other,North,False,2
2024-03-08,Books,144.3,17,9.6,49.0,Male,North,False,5
2024-03-09,Home,113.12,14,20.5,14.0,Male,North,True,4
2024-03-10,Books,64.98400000000001,12,16.5,21.0,Female,North,True,4
2024-03-11,Books,111.87,12,19.9,38.0,Female,North,False,4
2024-03-12,Clothing,114.82,11,6.8,66.0,Male,East,False,4
2024-03-13,Home,107.82,7,17.3,19.0,Other,North,False,3
2024-03-14,Books,83.49,4,6.6,,Female,East,False,3
2024-03-15,Electronics,119.77499999999999,19,23.5,39.0,Male,North,False,4
2024-03-16,Electronics,119.07600000000001,1,,49.0,Male,South,True,5
2024-03-17,Sports,108.144,3,8.1,28.0,Other,South,True,1
2024-03-18,Home,116.31,13,6.7,16.0,Male,North,False,4
2024-03-19,Home,88.88,15,4.8,40.0,Male,West,False,5
2024-03-20,Sports,123.15,2,17.4,42.0,Female,South,False,3
2024-03-21,Books,14.54,11,5.5,,Male,East,False,1
2024-03-22,Home,134.46,4,14.9,43.0,Male,North,False,3
2024-03-23,Electronics,57.37200000000001,19,6.6,45.0,Female,East,True,4
2024-03-24,Electronics,106.956,17,16.5,32.0,Other,West,True,2
2024-03-25,Clothing,66.41,3,20.4,64.0,Other,North,False,4
2024-03-26,Home,61.16,18,19.5,30.0,Female,South,False,4
2024-03-27,Books,134.82,8,19.0,28.0,Female,East,False,4
2024-03-28,Sports,85.97,19,4.7,,Other,South,False,3
2024-03-29,Sports,110.4,5,2.2,17.0,Other,South,False,4
2024-03-30,Books,78.87200000000001,7,17.5,13.0,Other,North,True,5
2024-03-31,Clothing,91.44800000000001,8,9.2,36.0,Other,East,True,5
2024-04-01,Sports,102.3,5,10.8,35.0,Other,West,False,5
2024-04-02,Home,61.51,17,0.8,32.0,Female,South,False,4
2024-04-03,Clothing,129.89,5,6.5,47.0,Male,North,False,4
2024-04-04,Home,85.19,4,0.8,24.0,Other,North,False,3
2024-04-05,Electronics,79.94999999999999,19,22.0,36.0,Other,West,False,2
2024-04-06,Clothing,69.728,2,6.1,31.0,Male,North,True,2
2024-04-07,Sports,116.01600000000002,11,13.9,24.0,Male,South,True,4
2024-04-08,Clothing,125.51,13,1.0,34.0,Male,North,False,3
2024-04-09,Clothing,89.54,15,16.7,45.0,Male,East,False,3
2024-04-10,Clothing,89.52,12,8.1,,Male,East,False,5
2024-04-11,Clothing,90.35,11,22.4,42.0,Male,South,False,3
2024-04-12,Home,162.3,7,22.2,5.0,Female,East,False,2
2024-04-13,Electronics,133.752,5,8.1,35.0,Male,West,True,2
2024-04-14,Books,90.32000000000001,17,22.5,36.0,Male,North,True,4
2024-04-15,Clothing,130.91,9,24.9,46.0,Female,South,False,4
2024-04-16,Sports,107.16,14,20.6,37.0,Male,West,False,4
2024-04-17,Clothing,92.23,12,21.1,50.0,Other,North,False,4
2024-04-18,Sports,94.11,6,6.2,40.0,Other,West,False,5
2024-04-19,Home,97.85,17,14.4,54.0,Male,South,False,5
2024-04-20,Sports,79.104,19,1.7,30.0,Female,South,True,5
2024-04-21,Books,97.464,19,2.4,37.0,Other,West,True,5
2024-04-22,Electronics,152.34,16,25.0,45.0,Female,North,False,4
2024-04-23,Sports,121.98,12,8.2,28.0,Other,East,False,3
2024-04-24,Sports,97.58,12,18.7,26.0,Male,East,False,2
2024-04-25,Electronics,153.54,6,20.2,27.0,Female,West,False,2
2024-04-26,Books,40.05,4,21.5,26.0,Female,South,False,4
2024-04-27,Clothing,101.992,6,24.9,41.0,Female,North,True,5
2024-04-28,Sports,88.31200000000001,11,6.0,13.0,Other,North,True,4
2024-04-29,Electronics,194.91,1,1.0,16.0,Other,South,False,2
2024-04-30,Home,13.11,15,10.3,57.0,Other,East,False,4
2024-05-01,Electronics,243.97500000000002,11,3.3,26.0,Male,North,False,5
2024-05-02,Home,95.81,19,0.6,37.0,Other,West,False,4
2024-05-03,Books,133.25,18,9.0,17.0,Male,East,False,5
2024-05-04,Clothing,55.04,17,19.6,36.0,Female,West,True,5
2024-05-05,Electronics,142.056,19,14.2,26.0,Female,East,True,5
2024-05-06,Sports,68.4,14,7.8,16.0,Male,South,False,5
2024-05-07,Books,81.29,18,16.4,51.0,Other,West,False,4
2024-05-08,Electronics,236.13,19,5.8,49.0,Male,West,False,3
2024-05-09,Sports,94.28,15,0.4,34.0,Female,South,False,2
2024-05-10,Electronics,159.78,15,19.1,47.0,Female,West,False,4
2024-05-11,Home,100.88,4,15.6,58.0,Male,East,True,2
2024-05-12,Electronics,137.84400000000002,7,19.1,44.0,Other,North,True,5
2024-05-13,Electronics,156.76500000000001,13,1.0,41.0,Other,North,False,3
2024-05-14,Electronics,166.425,3,20.9,37.0,Male,South,False,5
2024-05-15,Books,172.1,16,15.5,43.0,Male,East,False,4
2024-05-16,Electronics,147.405,9,14.1,31.0,Other,West,False,3
2024-05-17,Sports,106.03,8,15.6,32.0,Female,West,False,5
2024-05-18,Home,105.21600000000001,13,21.6,40.0,Male,North,True,4
2024-05-19,Home,106.536,17,,29.0,Other,West,True,4
2024-05-20,Electronics,203.41500000000002,17,14.5,31.0,Other,North,False,2
2024-05-21,Books,119.16,17,24.8,35.0,Female,South,False,4
2024-05-22,Books,65.71,1,18.9,49.0,Female,West,False,3
2024-05-23,Sports,149.0,8,11.1,21.0,Female,East,False,4
2024-05-24,Electronics,98.41499999999999,19,17.7,44.0,Female,West,False,4
2024-05-25,Home,87.26400000000001,6,9.7,45.0,Female,North,True,4
2024-05-26,Books,61.89600000000001,3,5.7,44.0,Male,South,True,4
2024-05-27,Electronics,147.12,5,14.9,25.0,Other,North,False,4
2024-05-28,Books,109.86,13,,15.0,Male,West,False,3
2024-05-29,Books,109.64,15,23.2,42.0,Male,North,False,5
2024-05-30,Home,112.66,14,8.5,37.0,Male,North,False,3
2024-05-31,Clothing,148.41,16,13.2,47.0,Male,South,False,4
2024-06-01,Sports,90.888,18,5.3,27.0,Male,East,True,4
2024-06-02,Sports,74.144,11,24.9,44.0,Female,West,True,5
2024-06-03,Home,128.92,3,24.5,48.0,Female,South,False,4
2024-06-04,Books,135.68,10,16.2,34.0,Other,East,False,4
2024-06-05,Electronics,94.755,10,20.1,40.0,Male,North,False,4
2024-06-06,Books,117.92,16,17.9,40.0,Other,East,False,4
2024-06-07,Home,121.04,12,14.8,25.0,Female,North,False,2
2024-06-08,Sports,72.856,2,1.3,41.0,Female,North,True,4
2024-06-09,Books,113.01600000000002,9,,54.0,Female,South,True,4
2024-06-10,Sports,95.5,3,16.9,35.0,Male,North,False,5
2024-06-11,Electronics,155.655,15,16.9,17.0,Male,South,False,4
2024-06-12,Sports,94.81,3,9.3,27.0,Female,East,False,4
2024-06-13,Sports,100.47,19,23.5,14.0,Other,East,False,3
2024-06-14,Clothing,67.11,18,,50.0,Other,North,False,5
2024-06-15,Clothing,45.44,8,12.5,44.0,Female,South,True,5
2024-06-16,Clothing,118.272,17,17.3,29.0,Other,North,True,3
2024-06-17,Sports,74.59,8,17.4,18.0,Female,South,False,3
2024-06-18,Home,70.26,7,16.2,25.0,Other,South,False,4
2024-06-19,Sports,35.4,7,6.9,27.0,Female,South,False,3
2024-06-20,Home,80.83,3,3.9,36.0,Other,East,False,3
2024-06-21,Home,60.31,1,15.9,36.0,Male,South,False,3
2024-06-22,Clothing,119.408,4,15.0,51.0,Female,East,True,3
2024-06-23,Books,104.232,5,4.5,27.0,Female,South,True,4
2024-06-24,Electronics,119.03999999999999,1,17.6,17.0,Other,East,False,4
2024-06-25,Clothing,167.57,15,11.4,21.0,Female,West,False,3
2024-06-26,Clothing,129.45,5,16.7,35.0,Female,East,False,3
2024-06-27,Books,90.26,13,20.9,26.0,Female,East,False,3
2024-06-28,Electronics,37.53,8,4.2,31.0,Male,North,False,4
2024-06-29,Sports,134.984,8,0.5,30.0,Male,South,True,3
2024-06-30,Sports,46.648,5,19.5,47.0,Other,West,True,4
2024-07-01,Clothing,50.64,9,15.2,28.0,Male,North,False,4
2024-07-02,Electronics,196.02,1,17.5,30.0,Other,South,False,1
2024-07-03,Clothing,173.19,4,21.0,44.0,Male,West,False,1
2024-07-04,Home,141.53,3,20.1,28.0,Other,West,False,2
2024-07-05,Clothing,116.92,2,24.0,40.0,Male,West,False,4
2024-07-06,Clothing,94.272,8,13.4,39.0,Male,South,True,5
2024-07-07,Sports,100.48,9,,37.0,Other,West,True,1
2024-07-08,Sports,122.77,2,10.0,21.0,Female,West,False,5
2024-07-09,Sports,108.44,14,3.8,50.0,Female,North,False,2
2024-07-10,Home,103.13,14,14.3,62.0,Male,East,False,5
2024-07-11,Sports,98.12,4,6.9,35.0,Other,South,False,4
2024-07-12,Electronics,116.07,6,23.0,22.0,Female,East,False,4
2024-07-13,Books,73.264,11,14.6,35.0,Other,North,True,4
2024-07-14,Electronics,59.052,3,14.8,47.0,Female,East,True,4
2024-07-15,Electronics,145.575,8,8.9,28.0,Other,West,False,5
2024-07-16,Sports,70.34,3,1.3,33.0,Male,West,False,5
2024-07-17,Books,66.89,14,0.8,39.0,Other,South,False,4
2024-07-18,Books,105.4,13,10.6,49.0,Female,South,False,2
2024-07-19,Books,141.76,13,2.1,44.0,Male,South,False,2
2024-07-20,Home,102.04,2,15.2,45.0,Other,North,True,5
2024-07-21,Sports,42.304,13,22.0,30.0,Female,South,True,4
2024-07-22,Books,70.31,19,22.1,40.0,Male,North,False,4
2024-07-23,Home,128.22,6,16.5,26.0,Other,West,False,4
2024-07-24,Clothing,70.53,16,5.3,45.0,Female,East,False,5
2024-07-25,Clothing,93.26,2,21.6,49.0,Other,West,False,4
2024-07-26,Home,116.5,8,22.2,42.0,Other,West,False,5
2024-07-27,Home,56.760000000000005,17,4.9,31.0,Male,West,True,5
2024-07-28,Sports,82.528,2,18.4,33.0,Male,South,True,4
2024-07-29,Sports,59.98,10,7.2,57.0,Female,South,False,3
2024-07-30,Clothing,81.96,16,,31.0,Male,South,False,5
2024-07-31,Books,109.59,6,24.9,48.0,Female,East,False,4
2024-08-01,Clothing,52.21,2,0.8,39.0,Other,South,False,5
2024-08-02,Books,113.21,2,22.4,31.0,Other,North,False,2
2024-08-03,Books,79.528,13,15.6,19.0,Female,West,True,2
2024-08-04,Sports,93.256,15,24.3,38.0,Other,East,True,5
2024-08-05,Electronics,160.07999999999998,2,11.6,36.0,Male,East,False,4
2024-08-06,Electronics,211.38,7,21.2,57.0,Other,East,False,4
2024-08-07,Home,103.76,3,1.6,25.0,Male,East,False,5
2024-08-08,Sports,87.12,8,8.4,63.0,Female,East,False,4
2024-08-09,Books,103.67,14,1.7,40.0,Female,North,False,4
2024-08-10,Electronics,139.56,7,24.4,,Other,West,True,2
2024-08-11,Books,81.176,7,20.4,28.0,Other,East,True,5
2024-08-12,Electronics,151.82999999999998,1,21.3,39.0,Male,West,False,5
2024-08-13,Electronics,118.41,17,23.4,41.0,Male,South,False,3
2024-08-14,Electronics,120.16499999999999,9,2.1,46.0,Other,East,False,5
2024-08-15,Sports,57.92,13,9.6,23.0,Other,East,False,5
2024-08-16,Clothing,152.49,19,1.8,52.0,Female,West,False,4
2024-08-17,Books,50.144000000000005,19,5.3,39.0,Female,East,True,4
2024-08-18,Sports,63.367999999999995,17,5.7,42.0,Female,East,True,4
2024-08-19,Sports,78.45,10,11.7,32.0,Other,East,False,3
2024-08-20,Sports,126.85,10,6.7,24.0,Other,North,False,4
2024-08-21,Sports,91.15,4,2.5,36.0,Other,North,False,5
2024-08-22,Sports,137.43,8,4.2,37.0,Female,East,False,4
2024-08-23,Home,79.8,18,3.7,18.0,Other,North,False,4
2024-08-24,Books,86.69600000000001,14,24.3,45.0,Male,South,True,3
2024-08-25,Sports,59.952,18,19.0,47.0,Other,East,True,2
2024-08-26,Books,164.35,14,24.2,,Other,South,False,4
2024-08-27,Home,64.37,15,11.0,23.0,Other,West,False,1
2024-08-28,Home,109.29,4,7.0,31.0,Other,South,False,4
2024-08-29,Books,119.01,13,20.0,35.0,Other,West,False,4
2024-08-30,Electronics,168.615,8,8.2,32.0,Male,East,False,5
2024-08-31,Clothing,75.552,18,7.5,34.0,Male,West,True,3
2024-09-01,Electronics,115.332,12,5.8,38.0,Other,West,True,4
2024-09-02,Electronics,151.965,14,3.2,19.0,Female,South,False,4
2024-09-03,Electronics,143.385,2,6.4,20.0,Other,South,False,1
2024-09-04,Sports,128.92,18,8.9,2.0,Other,South,False,2
2024-09-05,Home,166.32,2,,46.0,Other,East,False,3
2024-09-06,Electronics,124.92,11,1.6,35.0,Female,East,False,5
2024-09-07,Home,47.128,9,5.3,48.0,Female,South,True,2
2024-09-08,Books,77.88,12,20.2,21.0,Female,East,True,4
2024-09-09,Clothing,177.39,17,3.7,35.0,Male,East,False,5
2024-09-10,Books,75.89,15,8.6,38.0,Female,West,False,5
2024-09-11,Books,149.17,17,21.6,28.0,Male,West,False,3
2024-09-12,Sports,150.33,18,3.9,16.0,Male,South,False,5
2024-09-13,Clothing,83.39,6,2.1,,Female,East,False,2
2024-09-14,Books,93.656,17,12.1,52.0,Female,West,True,4
2024-09-15,Books,119.08,18,7.6,30.0,Female,North,True,5
2024-09-16,Clothing,88.63,8,14.1,41.0,Male,East,False,4
2024-09-17,Clothing,93.89,9,20.1,29.0,Other,North,False,4
2024-09-18,Books,82.55,6,3.4,23.0,Female,South,False,3
2024-09-19,Clothing,69.56,5,14.5,57.0,Female,East,False,4
2024-09-20,Books,80.52,12,12.6,15.0,Female,South,False,4
2024-09-21,Books,50.624,11,3.6,32.0,Male,South,True,3
2024-09-22,Sports,80.816,1,15.6,36.0,Male,South,True,5
2024-09-23,Electronics,115.35000000000001,11,6.8,55.0,Other,South,False,5
2024-09-24,Books,107.01,19,12.2,46.0,Female,South,False,5
2024-09-25,Home,53.32,9,2.1,15.0,Male,East,False,4
2024-09-26,Electronics,164.895,2,11.5,35.0,Other,North,False,4
2024-09-27,Electronics,187.51500000000001,12,7.7,35.0,Female,East,False,5
2024-09-28,Electronics,48.228,4,20.6,32.0,Male,East,True,5
2024-09-29,Sports,88.976,4,1.4,42.0,Female,East,True,4
2024-09-30,Books,136.83,18,10.5,18.0,Female,West,False,2
2024-10-01,Sports,63.71,15,11.5,30.0,Male,West,False,2
2024-10-02,Books,150.18,19,18.1,,Male,East,False,4
2024-10-03,Sports,112.57,13,14.4,43.0,Male,North,False,4
2024-10-04,Sports,78.85,19,16.7,37.0,Female,East,False,5
2024-10-05,Home,78.664,17,19.4,32.0,Female,South,True,3
2024-10-06,Sports,93.4,6,21.6,34.0,Other,West,True,3
2024-10-07,Clothing,102.28,16,7.8,44.0,Female,West,False,4
2024-10-08,Home,116.16,12,13.5,35.0,Male,East,False,4
2024-10-09,Sports,72.38,19,21.0,22.0,Female,East,False,2
2024-10-10,Electronics,157.62,5,24.7,20.0,Other,North,False,4
2024-10-11,Clothing,57.59,17,22.2,17.0,Other,North,False,4
2024-10-12,Clothing,77.328,1,9.3,52.0,Male,South,True,4
2024-10-13,Clothing,58.304,10,4.9,45.0,Male,East,True,4
2024-10-14,Home,77.93,15,12.2,34.0,Other,East,False,3
2024-10-15,Sports,137.08,11,18.5,30.0,Other,East,False,4
2024-10-16,Sports,132.74,13,12.3,28.0,Other,West,False,5
2024-10-17,Electronics,177.405,5,12.1,48.0,Male,South,False,1
2024-10-18,Electronics,100.845,1,21.0,58.0,Other,North,False,5
2024-10-19,Clothing,72.408,12,9.0,28.0,Other,West,True,4
2024-10-20,Electronics,163.668,11,21.5,49.0,Male,West,True,5
2024-10-21,Home,104.25,17,10.2,35.0,Female,West,False,5
2024-10-22,Sports,169.58,4,8.2,32.0,Female,West,False,3
2024-10-23,Clothing,111.8,15,11.3,53.0,Other,South,False,4
2024-10-24,Electronics,158.64000000000001,9,19.1,35.0,Female,East,False,3
2024-10-25,Home,90.73,19,3.2,39.0,Female,North,False,5
2024-10-26,Home,83.20800000000001,19,4.9,38.0,Female,North,True,4
2024-10-27,Electronics,114.51600000000002,12,23.8,15.0,Female,West,True,4
2024-10-28,Sports,121.24,5,4.4,38.0,Other,West,False,4
2024-10-29,Electronics,193.04999999999998,10,14.2,28.0,Female,South,False,5
2024-10-30,Clothing,76.42,17,,18.0,Female,West,False,3
2024-10-31,Electronics,90.09,5,12.2,29.0,Male,North,False,4
2024-11-01,Home,44.91,16,16.1,29.0,Other,North,False,4
2024-11-02,Electronics,138.28799999999998,7,5.7,47.0,Male,East,True,4
2024-11-03,Sports,53.52000000000001,9,13.8,22.0,Male,East,True,4
2024-11-04,Books,35.41,3,9.3,26.0,Other,North,False,4
2024-11-05,Electronics,167.49,15,16.5,38.0,Female,North,False,3
2024-11-06,Sports,174.79,16,3.5,19.0,Male,South,False,5
2024-11-07,Sports,99.82,18,14.3,27.0,Other,South,False,2
2024-11-08,Home,125.15,14,4.6,15.0,Female,North,False,4
2024-11-09,Sports,81.96000000000001,3,7.0,,Other,West,True,3
2024-11-10,Sports,77.62400000000001,12,5.5,31.0,Male,East,True,1
2024-11-11,Sports,127.57,9,,35.0,Female,North,False,3
2024-11-12,Sports,91.29,7,20.6,46.0,Female,West,False,4
2024-11-13,Clothing,108.02,9,7.1,26.0,Other,North,False,4
2024-11-14,Clothing,109.65,13,23.2,31.0,Female,East,False,1
2024-11-15,Home,79.96,18,24.2,22.0,Male,East,False,1
2024-11-16,Electronics,155.712,5,14.3,22.0,Male,South,True,5
2024-11-17,Sports,75.8,13,3.6,24.0,Male,South,True,2
2024-11-18,Electronics,115.995,4,9.4,29.0,Other,South,False,5
2024-11-19,Electronics,174.14999999999998,2,19.9,30.0,Female,South,False,3
2024-11-20,Home,73.05,16,9.2,,Female,East,False,4
2024-11-21,Sports,100.85,9,2.2,24.0,Female,West,False,3
2024-11-22,Sports,99.73,9,13.9,,Male,West,False,5
2024-11-23,Books,106.06400000000002,6,21.1,41.0,Female,West,True,4
2024-11-24,Electronics,137.088,11,19.9,29.0,Male,North,True,4
2024-11-25,Electronics,148.875,1,4.4,25.0,Female,South,False,2
2024-11-26,Clothing,124.53,4,16.8,36.0,Male,South,False,4
2024-11-27,Books,141.71,13,5.5,,Female,East,False,4
2024-11-28,Clothing,116.73,13,5.5,,Other,East,False,1
2024-11-29,Clothing,100.31,13,21.9,54.0,Other,North,False,1
2024-11-30,Clothing,48.512,2,6.2,36.0,Male,North,True,5
2024-12-01,Home,54.44,9,6.6,27.0,Male,West,True,3
2024-12-02,Home,90.84,8,0.0,24.0,Female,East,False,4
2024-12-03,Clothing,81.71,7,21.8,25.0,Female,South,False,4
2024-12-04,Books,94.39,4,19.8,17.0,Other,West,False,5
2024-12-05,Electronics,152.55,18,,46.0,Female,South,False,5
2024-12-06,Books,115.89,3,18.8,8.0,Male,West,False,5
2024-12-07,Sports,78.31200000000001,6,3.8,41.0,Male,South,True,3
2024-12-08,Home,91.68,12,11.5,25.0,Male,North,True,5
2024-12-09,Electronics,152.895,12,8.8,29.0,Male,West,False,3
2024-12-10,Electronics,61.11,8,2.3,24.0,Male,South,False,4
2024-12-11,Sports,71.82,1,12.2,52.0,Other,South,False,4
2024-12-12,Sports,95.68,4,23.0,35.0,Other,East,False,1
2024-12-13,Clothing,63.71,11,1.0,44.0,Male,West,False,5
2024-12-14,Home,94.4,3,7.3,51.0,Female,South,True,2
2024-12-15,Home,116.73599999999999,13,5.2,37.0,Male,East,True,4
2024-12-16,Books,136.56,17,,21.0,Other,South,False,5
2024-12-17,Clothing,93.6,10,22.7,32.0,Male,West,False,5
2024-12-18,Clothing,144.72,12,11.7,26.0,Other,North,False,2
2024-12-19,Clothing,104.46,15,11.7,29.0,Other,West,False,4
2024-12-20,Clothing,89.89,10,,34.0,Male,West,False,5
2024-12-21,Home,65.28,14,3.9,33.0,Male,South,True,3
2024-12-22,Home,72.74400000000001,13,12.2,40.0,Female,South,True,4
2024-12-23,Clothing,88.35,5,10.7,42.0,Other,West,False,3
2024-12-24,Books,105.11,6,14.9,,Female,East,False,4
2024-12-25,Electronics,157.23,2,25.0,40.0,Male,East,False,5
2024-12-26,Electronics,150.135,17,,28.0,Other,East,False,4
2024-12-27,Books,113.11,4,9.9,51.0,Female,South,False,4
2024-12-28,Clothing,108.57600000000001,14,20.7,28.0,Female,South,True,4
2024-12-29,Home,102.79200000000002,10,4.3,49.0,Female,West,True,4
2024-12-30,Electronics,83.17500000000001,3,,17.0,Male,North,False,1
2024-12-31,Sports,23.38,3,5.1,30.0,Male,South,False,3
2025-01-01,Sports,128.03,15,8.5,31.0,Male,West,False,4
2025-01-02,Books,58.99,6,12.8,38.0,Other,West,False,4
2025-01-03,Clothing,93.26,17,15.4,45.0,Male,North,False,4
2025-01-04,Electronics,77.88000000000001,12,22.8,20.0,Other,East,True,3
2025-01-05,Clothing,36.752,11,12.7,22.0,Female,West,True,4
2025-01-06,Electronics,174.35999999999999,4,12.5,18.0,Female,West,False,3
2025-01-07,Books,122.77,6,1.3,51.0,Male,West,False,5
2025-01-08,Books,82.7,1,0.9,39.0,Female,East,False,4
2025-01-09,Sports,22.27,16,13.8,22.0,Male,East,False,1
2025-01-10,Clothing,83.61,15,11.0,30.0,Other,North,False,1
2025-01-11,Sports,89.4,17,21.0,49.0,Female,South,True,5
2025-01-12,Clothing,44.504000000000005,8,4.0,32.0,Male,East,True,3
2025-01-13,Sports,105.5,12,0.6,31.0,Female,South,False,5
2025-01-14,Home,99.54,10,11.2,26.0,Female,South,False,2
2025-01-15,Home,117.38,15,,23.0,Male,East,False,5
2025-01-16,Home,103.59,9,1.2,49.0,Female,West,False,5
2025-01-17,Home,70.81,2,18.1,55.0,Female,North,False,4
2025-01-18,Electronics,163.08000000000004,5,2.8,23.0,Female,South,True,1
2025-01-19,Home,76.192,6,15.2,52.0,Female,West,True,3
2025-01-20,Books,99.18,7,7.0,29.0,Other,East,False,4
2025-01-21,Books,72.0,1,4.3,41.0,Female,South,False,4
2025-01-22,Electronics,130.05,7,,52.0,Female,South,False,3
2025-01-23,Home,73.46,12,20.0,33.0,Male,South,False,1
2025-01-24,Home,94.81,16,9.8,31.0,Other,West,False,4
2025-01-25,Home,121.08,16,18.8,45.0,Male,West,True,4
2025-01-26,Sports,47.072,11,3.1,22.0,Male,West,True,3
2025-01-27,Clothing,51.59,4,19.3,49.0,Male,South,False,1
2025-01-28,Sports,144.14,13,5.9,37.0,Other,South,False,5
2025-01-29,Clothing,93.72,7,16.9,28.0,Male,North,False,4
2025-01-30,Home,79.93,4,14.1,28.0,Male,North,False,5
2025-01-31,Home,131.2,15,23.2,18.0,Male,West,False,4
2025-02-01,Sports,65.464,19,9.7,29.0,Female,West,True,1
2025-02-02,Sports,123.82400000000001,9,1.7,32.0,Male,East,True,3
2025-02-03,Clothing,120.34,11,0.5,22.0,Other,West,False,3
2025-02-04,Books,85.36,8,20.7,34.0,Other,North,False,5
2025-02-05,Clothing,164.72,1,13.1,41.0,Female,North,False,4
2025-02-06,Sports,81.83,8,19.4,32.0,Other,North,False,3
2025-02-07,Sports,122.26,13,5.9,43.0,Other,South,False,5
2025-02-08,Electronics,130.776,4,8.6,25.0,Female,South,True,3
2025-02-09,Sports,111.24000000000001,8,0.8,47.0,Male,West,True,5
2025-02-10,Electronics,220.27499999999998,3,24.0,36.0,Female,East,False,5
2025-02-11,Books,100.96,9,16.7,54.0,Male,East,False,3
2025-02-12,Clothing,77.4,2,23.3,64.0,Male,East,False,3
2025-02-13,Clothing,113.8,2,6.6,29.0,Other,South,False,4
2025-02-14,Electronics,119.505,13,15.3,30.0,Female,North,False,4
2025-02-15,Clothing,128.32000000000002,15,17.0,32.0,Other,North,True,4
2025-02-16,Sports,83.28,12,7.9,42.0,Other,South,True,5
2025-02-17,Home,89.04,4,21.2,51.0,Male,East,False,4
2025-02-18,Electronics,158.31,8,23.7,27.0,Other,East,False,3
2025-02-19,Clothing,59.59,9,22.1,40.0,Female,West,False,2
2025-02-20,Electronics,106.27499999999999,5,18.5,33.0,Other,West,False,4
2025-02-21,Electronics,204.015,18,6.9,42.0,Other,East,False,3
2025-02-22,Home,64.23200000000001,11,7.0,53.0,Male,South,True,5
2025-02-23,Sports,54.87200000000001,15,24.1,32.0,Female,East,True,3
2025-02-24,Electronics,174.14999999999998,9,0.3,15.0,Other,West,False,3
2025-02-25,Clothing,135.57,17,17.9,44.0,Male,East,False,1
2025-02-26,Books,121.57,12,17.7,25.0,Other,South,False,4
2025-02-27,Electronics,194.82,7,15.6,33.0,Female,North,False,2
2025-02-28,Electronics,115.94999999999999,10,24.8,44.0,Other,South,False,5
2025-03-01,Home,45.88,10,7.8,39.0,Other,South,True,4
2025-03-02,Sports,116.032,13,8.5,34.0,Male,West,True,5
2025-03-03,Books,90.32,19,2.0,28.0,Other,South,False,4
2025-03-04,Clothing,92.48,11,11.1,0.0,Male,South,False,2
2025-03-05,Books,139.85,13,6.5,43.0,Female,West,False,5
2025-03-06,Clothing,116.69,8,8.6,32.0,Other,West,False,2
2025-03-07,Sports,113.68,8,20.9,53.0,Female,North,False,4
2025-03-08,Clothing,131.96,4,23.4,40.0,Female,East,True,3
2025-03-09,Home,64.552,15,4.6,29.0,Other,South,True,5
2025-03-10,Home,127.84,11,9.3,48.0,Male,West,False,5
2025-03-11,Home,101.71,11,23.2,49.0,Female,North,False,4
2025-03-12,Home,108.06,1,1.5,32.0,Female,East,False,4
2025-03-13,Books,145.85,17,2.3,49.0,Other,West,False,5
2025-03-14,Sports,115.24,15,4.1,28.0,Other,East,False,1
2025-03-15,Clothing,92.92000000000002,6,14.9,37.0,Other,East,True,5
2025-03-16,Clothing,105.74400000000001,15,3.8,42.0,Other,South,True,3
2025-03-17,Home,89.05,9,24.2,44.0,Other,South,False,5
2025-03-18,Home,74.82,14,11.2,42.0,Other,West,False,4
