date,website_visits,revenue,temperature,sales_volume,customer_count,day_of_week,month,quarter,is_holiday
2022-11-29,106.0,1343.1,14.369899311175935,90,62.0,Tuesday,11,4,0
2022-11-30,100.0,1286.69,8.266344348509929,81,59.0,Wednesday,11,4,0
2022-12-01,102.0,1331.16,14.571572499706312,80,59.0,Thursday,12,4,0
2022-12-02,100.0,1205.45,11.994546630831165,82,53.0,Friday,12,4,0
2022-12-03,71.39999999999999,1295.65,13.741241161995093,76,51.2,Saturday,12,4,0
2022-12-04,75.6,1403.35,14.309074953808766,86,51.2,Sunday,12,4,0
2022-12-05,111.0,1336.5,14.106056151488591,90,60.0,Monday,12,4,0
2022-12-06,105.0,1392.02,11.724504235169462,85,70.0,Tuesday,12,4,0
2022-12-07,100.0,1337.99,12.958436577995117,82,64.0,Wednesday,12,4,0
2022-12-08,101.0,1395.76,10.999419809187025,78,60.0,Thursday,12,4,0
2022-12-09,102.0,1290.48,15.142920539998135,88,59.0,Friday,12,4,0
2022-12-10,72.8,1313.75,17.80196224683579,92,51.2,Saturday,12,4,0
2022-12-11,75.6,1395.84,10.989151993174154,79,52.800000000000004,Sunday,12,4,0
2022-12-12,112.0,1435.17,13.356510474048388,83,69.0,Monday,12,4,0
2022-12-13,104.0,1357.15,14.759535403235494,83,60.0,Tuesday,12,4,0
2022-12-14,100.0,1289.7,15.714495628433303,79,63.0,Wednesday,12,4,0
2022-12-15,100.0,1239.61,17.372262948602692,89,58.0,Thursday,12,4,0
2022-12-16,102.0,1339.43,15.55690586424026,83,63.0,Friday,12,4,0
2022-12-17,75.6,1295.71,15.478008557477615,93,49.6,Saturday,12,4,0
2022-12-18,81.19999999999999,1444.52,18.56595874340055,82,61.6,Sunday,12,4,0
2022-12-19,115.0,1513.75,17.934537010406327,96,71.0,Monday,12,4,0
2022-12-20,109.0,1303.52,17.94035336670685,84,74.0,Tuesday,12,4,0
2022-12-21,106.0,1285.65,17.340208844589807,81,66.0,Wednesday,12,4,0
2022-12-22,100.0,1284.88,19.335115514775538,79,58.0,Thursday,12,4,0
2022-12-23,104.0,1322.42,16.31060459312692,76,65.0,Friday,12,4,0
2022-12-24,75.6,1300.17,16.292950420308713,88,53.6,Saturday,12,4,0
2022-12-25,79.1,1397.38,19.62628440114165,92,55.2,Sunday,12,4,0
2022-12-26,111.0,1330.57,15.140306086660745,90,69.0,Monday,12,4,0
2022-12-27,113.0,1457.8,18.8315089552178,95,70.0,Tuesday,12,4,0
2022-12-28,112.0,1382.23,18.271205472309266,97,64.0,Wednesday,12,4,0
2022-12-29,104.0,1391.75,16.35030918511349,82,59.0,Thursday,12,4,0
2022-12-30,107.0,1339.9,17.557027987919568,88,62.0,Friday,12,4,0
2022-12-31,78.39999999999999,1387.03,19.459527224297098,91,53.6,Saturday,12,4,0
2023-01-01,79.1,1392.61,22.003417622453316,92,53.6,Sunday,1,1,0
2023-01-02,116.0,1434.25,18.887605916725672,95,67.0,Monday,1,1,0
2023-01-03,113.0,1412.75,22.878258222593864,98,70.0,Tuesday,1,1,1
2023-01-04,109.0,1484.28,20.835693796680015,85,66.0,Wednesday,1,1,0
2023-01-05,104.0,1277.74,23.58773476095037,75,63.0,Thursday,1,1,0
2023-01-06,107.0,1323.83,20.015326013487762,82,64.0,Friday,1,1,0
2023-01-07,79.1,1411.53,21.383671636475867,94,52.800000000000004,Saturday,1,1,0
2023-01-08,84.0,1549.85,22.474801263216168,96,55.2,Sunday,1,1,0
2023-01-09,119.0,1420.39,21.634842121858345,93,74.0,Monday,1,1,0
2023-01-10,120.0,1527.62,24.15535031627715,91,70.0,Tuesday,1,1,0
2023-01-11,107.0,1302.7,18.08894794139535,87,65.0,Wednesday,1,1,0
2023-01-12,110.0,1401.37,27.602918843349794,91,71.0,Thursday,1,1,0
2023-01-13,109.0,1337.7,24.72687318509268,89,64.0,Friday,1,1,0
2023-01-14,83.3,1373.74,22.916585419154192,94,59.2,Saturday,1,1,0
2023-01-15,79.8,1446.3,22.410365069922367,92,56.0,Sunday,1,1,0
2023-01-16,115.0,1459.19,22.032486386491133,93,70.0,Monday,1,1,0
2023-01-17,114.0,1389.8,25.30576352902097,92,69.0,Tuesday,1,1,0
2023-01-18,105.0,1277.84,26.252512924781232,78,63.0,Wednesday,1,1,0
2023-01-19,107.0,1272.7,24.18425298045106,87,64.0,Thursday,1,1,0
2023-01-20,108.0,1382.63,26.968707336214923,84,63.0,Friday,1,1,0
2023-01-21,79.8,1473.44,23.184220690212168,97,55.2,Saturday,1,1,0
2023-01-22,83.3,1443.78,23.073654149417294,96,56.0,Sunday,1,1,0
2023-01-23,125.0,1532.69,29.10894234769078,104,78.0,Monday,1,1,0
2023-01-24,119.0,1490.33,26.903838963168965,94,67.0,Tuesday,1,1,1
2023-01-25,111.0,1497.85,28.752986818686995,87,68.0,Wednesday,1,1,0
2023-01-26,107.0,1368.0,24.487316227343825,93,65.0,Thursday,1,1,0
2023-01-27,113.0,1360.08,24.582216831578435,92,68.0,Friday,1,1,0
2023-01-28,77.69999999999999,1405.62,25.94421842347318,85,56.0,Saturday,1,1,0
2023-01-29,87.5,1490.91,25.24351760018367,104,59.2,Sunday,1,1,0
2023-01-30,124.0,1585.51,28.530524578835923,97,75.0,Monday,1,1,0
2023-01-31,116.0,1539.98,25.843594058005543,94,65.0,Tuesday,1,1,0
2023-02-01,109.0,1441.51,25.22638471513771,96,64.0,Wednesday,2,1,0
2023-02-02,115.0,1477.66,28.075393511952228,85,72.0,Thursday,2,1,0
2023-02-03,112.0,1370.91,25.43072300239065,89,63.0,Friday,2,1,0
2023-02-04,84.0,1436.77,24.62872966405463,98,58.400000000000006,Saturday,2,1,0
2023-02-05,81.19999999999999,1376.59,28.708699471459784,96,53.6,Sunday,2,1,1
2023-02-06,120.0,1357.78,25.15577421608432,90,72.0,Monday,2,1,0
2023-02-07,119.0,1523.73,30.41424147181819,88,70.0,Tuesday,2,1,0
2023-02-08,115.0,1433.29,26.27986069753663,98,65.0,Wednesday,2,1,0
2023-02-09,111.0,1433.49,24.79334193280724,85,68.0,Thursday,2,1,0
2023-02-10,115.0,1513.75,28.88851303112953,88,69.0,Friday,2,1,0
2023-02-11,79.8,1434.81,29.963908031449137,99,56.0,Saturday,2,1,0
2023-02-12,84.69999999999999,1522.65,30.853418940654368,97,60.0,Sunday,2,1,0
2023-02-13,123.0,1516.01,30.407329169234078,99,78.0,Monday,2,1,0
2023-02-14,122.0,1504.81,28.13452359516539,97,73.0,Tuesday,2,1,0
2023-02-15,144.0,1837.81,31.866088193754287,109,90.0,Wednesday,2,1,0
2023-02-16,110.0,1367.65,32.543970485508225,91,63.0,Thursday,2,1,0
2023-02-17,110.0,1358.98,28.39275313446798,90,69.0,Friday,2,1,0
2023-02-18,85.39999999999999,1530.14,30.61965187338596,99,60.0,Saturday,2,1,0
2023-02-19,86.8,1590.58,30.606921204713075,98,60.0,Sunday,2,1,0
2023-02-20,122.0,1484.94,31.767400351661014,96,74.0,Monday,2,1,0
2023-02-21,126.0,1570.41,31.08427379551913,105,73.0,Tuesday,2,1,0
2023-02-22,117.0,1479.64,31.52244873246509,93,67.0,Wednesday,2,1,0
2023-02-23,118.0,1533.14,33.10246838443022,94,76.0,Thursday,2,1,0
2023-02-24,116.0,1435.19,29.748266787969378,95,69.0,Friday,2,1,0
2023-02-25,88.19999999999999,1536.5,33.60431103783634,102,60.0,Saturday,2,1,0
2023-02-26,90.3,1587.18,34.56183267715964,111,59.2,Sunday,2,1,0
2023-02-27,124.0,1602.52,35.694205926359444,90,70.0,Monday,2,1,0
2023-02-28,125.0,1665.02,28.281892982033,102,75.0,Tuesday,2,1,0
2023-03-01,120.0,1432.7,32.34179674787772,92,71.0,Wednesday,3,1,0
2023-03-02,119.0,1438.4,28.912610961897407,91,72.0,Thursday,3,1,0
2023-03-03,114.0,1410.72,28.104096384830864,89,68.0,Friday,3,1,0
2023-03-04,86.1,1536.89,33.389982231816326,98,64.8,Saturday,3,1,0
2023-03-05,89.6,1634.89,32.42718789086105,103,60.800000000000004,Sunday,3,1,0
2023-03-06,120.0,1458.75,33.944975084358056,89,77.0,Monday,3,1,1
2023-03-07,119.0,1439.23,34.43336118420698,93,77.0,Tuesday,3,1,0
2023-03-08,113.0,1414.23,36.06874698568821,91,70.0,Wednesday,3,1,0
2023-03-09,115.0,1428.2,33.78862872975102,88,68.0,Thursday,3,1,0
2023-03-10,119.0,1537.74,39.6312835582086,90,68.0,Friday,3,1,0
2023-03-11,88.19999999999999,1595.24,34.49709740124881,89,61.6,Saturday,3,1,0
2023-03-12,87.5,1595.09,37.66483256697538,97,62.400000000000006,Sunday,3,1,0
2023-03-13,131.0,1633.56,29.405658793582475,99,84.0,Monday,3,1,0
2023-03-14,119.0,1610.99,36.85810943628887,91,69.0,Tuesday,3,1,0
2023-03-15,114.0,1386.0,33.880215613634086,90,68.0,Wednesday,3,1,0
2023-03-16,117.0,1487.41,30.4239339314228,90,67.0,Thursday,3,1,0
2023-03-17,119.0,1422.91,35.23637282143052,89,69.0,Friday,3,1,0
2023-03-18,85.39999999999999,1466.88,33.85976588398254,87,60.0,Saturday,3,1,0
2023-03-19,84.0,1463.64,35.69189718728154,97,56.0,Sunday,3,1,1
2023-03-20,126.0,1662.59,36.61575714526218,105,73.0,Monday,3,1,1
2023-03-21,120.0,1515.75,31.67279905413138,94,75.0,Tuesday,3,1,0
2023-03-22,122.0,1493.61,36.73409681406669,96,74.0,Wednesday,3,1,0
2023-03-23,118.0,1497.43,34.766026152337375,95,72.0,Thursday,3,1,0
2023-03-24,115.0,1444.25,37.50319219808831,100,67.0,Friday,3,1,0
2023-03-25,84.69999999999999,1483.41,34.427277234278584,89,60.800000000000004,Saturday,3,1,0
2023-03-26,86.1,1467.23,33.932429074014884,96,59.2,Sunday,3,1,0
2023-03-27,127.0,,34.95862687422589,93,83.0,Monday,3,1,0
2023-03-28,127.0,1602.52,35.13510165247651,104,77.0,Tuesday,3,1,0
2023-03-29,117.0,1574.23,33.62825364796641,93,63.0,Wednesday,3,1,0
2023-03-30,119.0,1535.1,33.979231723388544,96,64.0,Thursday,3,1,0
2023-03-31,117.0,1489.39,32.53167764194028,94,72.0,Friday,3,1,0
2023-04-01,84.0,1479.5,34.12529162760828,101,60.800000000000004,Saturday,4,2,0
2023-04-02,88.19999999999999,1521.46,36.351917885408255,104,58.400000000000006,Sunday,4,2,0
2023-04-03,124.0,1542.94,34.72486684230096,104,81.0,Monday,4,2,0
2023-04-04,123.0,1482.17,37.01354459128934,93,79.0,Tuesday,4,2,0
2023-04-05,117.0,1492.77,34.6159564887146,99,71.0,Wednesday,4,2,0
2023-04-06,124.0,1626.91,32.110746013601535,95,76.0,Thursday,4,2,0
2023-04-07,119.0,1472.14,36.15086738618728,92,74.0,Friday,4,2,0
2023-04-08,84.69999999999999,1553.87,33.587181116028134,98,62.400000000000006,Saturday,4,2,0
2023-04-09,88.89999999999999,1555.44,34.441383270249766,103,62.400000000000006,Sunday,4,2,0
2023-04-10,127.0,1574.7,37.35254084050726,96,77.0,Monday,4,2,0
2023-04-11,124.0,1511.23,32.52053226280688,98,77.0,Tuesday,4,2,0
2023-04-12,122.0,1422.42,35.13224512646572,105,75.0,Wednesday,4,2,0
2023-04-13,120.0,1498.79,34.67782484663944,89,75.0,Thursday,4,2,0
2023-04-14,117.0,1470.75,36.112449588180375,101,66.0,Friday,4,2,0
2023-04-15,84.69999999999999,1564.69,36.36828839619986,96,58.400000000000006,Saturday,4,2,0
2023-04-16,88.19999999999999,1611.18,35.12870564906425,89,61.6,Sunday,4,2,0
2023-04-17,121.0,1547.75,33.81900364374952,90,72.0,Monday,4,2,0
2023-04-18,120.0,1454.08,35.420920694489936,91,74.0,Tuesday,4,2,0
2023-04-19,125.0,1579.36,37.07562708880212,96,80.0,Wednesday,4,2,0
2023-04-20,123.0,1611.85,34.27561255466978,98,74.0,Thursday,4,2,0
2023-04-21,118.0,1492.45,33.717316810047485,81,73.0,Friday,4,2,0
2023-04-22,86.8,1644.36,34.94558881367139,100,63.2,Saturday,4,2,1
2023-04-23,88.89999999999999,1692.42,34.15992868998374,97,61.6,Sunday,4,2,0
2023-04-24,137.0,1693.49,31.31611492150407,116,79.0,Monday,4,2,0
2023-04-25,128.0,1564.32,34.375114170285315,101,79.0,Tuesday,4,2,1
2023-04-26,120.0,1459.6,31.103734368225762,101,65.0,Wednesday,4,2,1
2023-04-27,115.0,1356.5,34.44294426386352,97,62.0,Thursday,4,2,0
2023-04-28,114.0,1393.49,31.992369037650672,96,69.0,Friday,4,2,0
2023-04-29,86.1,1595.95,33.5490551006029,95,53.6,Saturday,4,2,0
2023-04-30,86.8,1437.61,34.1411567507031,96,56.0,Sunday,4,2,0
2023-05-01,123.0,1482.39,38.148485646516136,97,73.0,Monday,5,2,0
2023-05-02,122.0,1522.49,34.60297076460247,101,71.0,Tuesday,5,2,0
2023-05-03,117.0,1413.73,35.71997867625126,91,70.0,Wednesday,5,2,0
2023-05-04,122.0,1500.49,36.60294284714256,97,77.0,Thursday,5,2,0
2023-05-05,121.0,1482.32,33.70321987942375,98,73.0,Friday,5,2,0
2023-05-06,85.39999999999999,1509.75,33.15758303579791,93,56.800000000000004,Saturday,5,2,0
2023-05-07,91.0,1589.97,30.310532147360682,99,65.60000000000001,Sunday,5,2,0
2023-05-08,127.0,1544.48,32.064803057743035,101,72.0,Monday,5,2,0
2023-05-09,121.0,1561.84,30.702336826127205,97,73.0,Tuesday,5,2,0
2023-05-10,124.0,1601.85,31.193249007769264,101,70.0,Wednesday,5,2,0
2023-05-11,118.0,1408.66,35.57999826102628,98,72.0,Thursday,5,2,0
2023-05-12,114.0,1291.68,31.90771607429932,86,68.0,Friday,5,2,0
2023-05-13,84.69999999999999,1562.43,29.763019599659295,93,60.800000000000004,Saturday,5,2,0
2023-05-14,86.1,1469.94,34.096823943541054,93,60.800000000000004,Sunday,5,2,0
2023-05-15,122.0,1533.98,33.087888281826004,105,71.0,Monday,5,2,0
2023-05-16,126.0,1496.73,33.018917055802746,100,73.0,Tuesday,5,2,0
2023-05-17,125.0,1621.41,26.814366260397065,100,74.0,Wednesday,5,2,0
2023-05-18,112.0,1524.68,34.54378140503039,90,73.0,Thursday,5,2,0
2023-05-19,119.0,1491.08,29.34607237565551,91,76.0,Friday,5,2,0
2023-05-20,83.3,1479.37,31.832577575509212,103,54.400000000000006,Saturday,5,2,0
2023-05-21,86.1,1521.73,35.13479274983244,100,60.800000000000004,Sunday,5,2,1
2023-05-22,124.0,1583.79,34.205398840908344,99,69.0,Monday,5,2,0
2023-05-23,120.0,1527.8,27.744221258722895,90,71.0,Tuesday,5,2,0
2023-05-24,118.0,1528.26,26.612052808421087,89,68.0,Wednesday,5,2,0
2023-05-25,113.0,1378.56,32.16071112823502,89,71.0,Thursday,5,2,0
2023-05-26,117.0,1478.98,29.380307976912146,90,66.0,Friday,5,2,1
2023-05-27,84.0,1470.31,27.88792018346018,90,58.400000000000006,Saturday,5,2,0
2023-05-28,86.1,1484.94,29.92297627204211,97,59.2,Sunday,5,2,0
2023-05-29,122.0,1521.35,,96,73.0,Monday,5,2,0
2023-05-30,120.0,1454.42,29.657256192027276,97,77.0,Tuesday,5,2,0
2023-05-31,120.0,1553.49,28.171910201145838,93,77.0,Wednesday,5,2,0
2023-06-01,116.0,1406.87,29.26368255203051,88,69.0,Thursday,6,2,0
2023-06-02,112.0,1423.27,,85,66.0,Friday,6,2,0
2023-06-03,83.3,1462.64,30.222875222615688,102,53.6,Saturday,6,2,0
2023-06-04,87.5,1578.45,28.54341399841654,94,60.0,Sunday,6,2,0
2023-06-05,119.0,1458.13,28.212862798665817,97,77.0,Monday,6,2,1
2023-06-06,123.0,1469.06,24.454981190086325,101,73.0,Tuesday,6,2,0
2023-06-07,114.0,1455.05,29.8576590880166,91,71.0,Wednesday,6,2,0
2023-06-08,115.0,1429.92,26.197124123847797,101,65.0,Thursday,6,2,0
2023-06-09,112.0,1416.42,27.444974168932934,92,66.0,Friday,6,2,0
2023-06-10,79.1,1388.84,25.105775433181396,99,55.2,Saturday,6,2,0
2023-06-11,81.89999999999999,1397.75,26.034048467640297,90,56.800000000000004,Sunday,6,2,0
2023-06-12,123.0,1591.55,25.86573985063943,95,76.0,Monday,6,2,0
2023-06-13,121.0,1546.67,19.389278173253413,99,71.0,Tuesday,6,2,0
2023-06-14,113.0,1381.91,25.950202973981465,89,62.0,Wednesday,6,2,0
2023-06-15,115.0,1436.09,28.470740286279508,100,72.0,Thursday,6,2,0
2023-06-16,109.0,1408.81,25.373025042966628,89,62.0,Friday,6,2,0
2023-06-17,81.89999999999999,1440.83,22.130184684122444,88,57.6,Saturday,6,2,0
2023-06-18,81.89999999999999,1452.78,25.096463812651734,85,57.6,Sunday,6,2,0
2023-06-19,120.0,1511.35,25.66531778166487,96,67.0,Monday,6,2,1
2023-06-20,119.0,1466.87,24.320056370664,95,75.0,Tuesday,6,2,0
2023-06-21,112.0,1442.64,22.894660662378932,91,65.0,Wednesday,6,2,0
2023-06-22,111.0,1373.61,22.30550751307955,95,67.0,Thursday,6,2,0
2023-06-23,116.0,1405.3,22.04325199501359,98,68.0,Friday,6,2,0
2023-06-24,80.5,1462.65,23.67674044361263,89,59.2,Saturday,6,2,0
2023-06-25,86.1,1475.16,19.21157874748593,92,62.400000000000006,Sunday,6,2,0
2023-06-26,118.0,1569.59,21.026121037185256,88,65.0,Monday,6,2,0
2023-06-27,120.0,1574.59,24.704603893982945,92,79.0,Tuesday,6,2,0
2023-06-28,118.0,1499.3,24.524843835433376,92,69.0,Wednesday,6,2,0
2023-06-29,103.0,1312.73,18.042856376247165,84,68.0,Thursday,6,2,0
2023-06-30,109.0,1383.45,18.47872491417166,83,65.0,Friday,6,2,0
2023-07-01,81.89999999999999,1438.46,19.94249312528369,95,55.2,Saturday,7,3,0
2023-07-02,82.6,1495.58,22.010952321451704,97,56.0,Sunday,7,3,0
2023-07-03,121.0,1466.35,16.3127967720524,98,71.0,Monday,7,3,0
2023-07-04,115.0,1465.51,19.600109947890175,87,77.0,Tuesday,7,3,0
2023-07-05,113.0,1453.57,18.503436538518912,93,67.0,Wednesday,7,3,0
2023-07-06,109.0,1346.57,21.845954056924896,98,65.0,Thursday,7,3,0
2023-07-07,147.0,1807.88,15.58267611814782,119,88.0,Friday,7,3,0
2023-07-08,80.5,1377.55,18.86435736361742,77,52.800000000000004,Saturday,7,3,0
2023-07-09,83.3,1561.26,17.63523114791757,101,60.800000000000004,Sunday,7,3,0
2023-07-10,118.0,1444.75,21.105688587572587,91,66.0,Monday,7,3,0
2023-07-11,115.0,1422.15,19.105579423384036,103,67.0,Tuesday,7,3,0
2023-07-12,110.0,1393.14,16.483444591326755,89,69.0,Wednesday,7,3,0
2023-07-13,110.0,1387.67,19.10734447642958,79,66.0,Thursday,7,3,0
2023-07-14,108.0,1390.6,16.36917877577083,76,67.0,Friday,7,3,0
2023-07-15,79.8,1408.06,18.892605094471897,99,58.400000000000006,Saturday,7,3,0
2023-07-16,86.1,1484.16,16.167820011272884,104,61.6,Sunday,7,3,0
2023-07-17,121.0,1440.57,18.50032916555414,108,73.0,Monday,7,3,0
2023-07-18,114.0,1396.84,17.01324989558819,91,75.0,Tuesday,7,3,0
2023-07-19,114.0,1379.52,22.413300038774526,91,67.0,Wednesday,7,3,0
2023-07-20,106.0,1316.05,15.538973287843994,83,64.0,Thursday,7,3,0
2023-07-21,102.0,1345.84,16.164226087220307,79,61.0,Friday,7,3,0
2023-07-22,76.3,1347.39,14.194749883282945,85,52.0,Saturday,7,3,0
2023-07-23,77.0,1362.2,14.915502038880216,89,50.400000000000006,Sunday,7,3,0
2023-07-24,116.0,1447.63,9.264499253747122,88,65.0,Monday,7,3,0
2023-07-25,114.0,,15.35895349422274,83,70.0,Tuesday,7,3,0
2023-07-26,115.0,1429.77,16.87479873406453,93,67.0,Wednesday,7,3,0
2023-07-27,108.0,1374.13,14.74529471789243,82,70.0,Thursday,7,3,0
2023-07-28,107.0,1381.3,11.089085883499104,69,64.0,Friday,7,3,0
2023-07-29,79.8,1473.8,11.879867882159065,94,54.400000000000006,Saturday,7,3,0
2023-07-30,76.3,1459.74,8.391619675685762,81,54.400000000000006,Sunday,7,3,0
2023-07-31,117.0,1487.62,14.980410526752294,97,71.0,Monday,7,3,0
2023-08-01,116.0,1555.58,10.782159246634004,96,69.0,Tuesday,8,3,0
2023-08-02,104.0,1264.91,12.512523991087056,85,61.0,Wednesday,8,3,0
2023-08-03,109.0,1471.31,12.039420040260921,100,77.0,Thursday,8,3,0
2023-08-04,108.0,1328.1,15.101567946477143,86,66.0,Friday,8,3,0
2023-08-05,76.3,1352.14,12.078225210920301,86,55.2,Saturday,8,3,0
2023-08-06,81.19999999999999,1446.95,13.30939176786633,96,53.6,Sunday,8,3,0
2023-08-07,122.0,1514.07,12.570935396090317,97,71.0,Monday,8,3,0
2023-08-08,113.0,1415.73,13.98575444243608,96,74.0,Tuesday,8,3,0
2023-08-09,109.0,1329.29,10.580192203666032,81,69.0,Wednesday,8,3,0
2023-08-10,104.0,,14.59182419542005,77,64.0,Thursday,8,3,0
2023-08-11,103.0,,6.678130028092221,87,61.0,Friday,8,3,0
2023-08-12,78.39999999999999,1435.97,12.1640291202695,84,53.6,Saturday,8,3,0
2023-08-13,77.69999999999999,1463.9,8.518296960573887,92,52.0,Sunday,8,3,0
2023-08-14,115.0,1415.23,9.07137585326003,94,65.0,Monday,8,3,0
2023-08-15,110.0,1417.14,11.003984604208972,85,69.0,Tuesday,8,3,0
2023-08-16,109.0,1385.79,10.79924034506206,89,67.0,Wednesday,8,3,0
2023-08-17,105.0,1430.01,10.703627356311573,78,65.0,Thursday,8,3,0
2023-08-18,108.0,1329.41,6.535900374126813,82,64.0,Friday,8,3,0
2023-08-19,75.6,1384.08,12.026885529123863,85,52.0,Saturday,8,3,0
2023-08-20,78.39999999999999,1319.77,7.151356589901296,90,52.800000000000004,Sunday,8,3,0
2023-08-21,111.0,1360.67,7.245171494052768,87,64.0,Monday,8,3,0
2023-08-22,110.0,1388.29,9.885954252754773,90,71.0,Tuesday,8,3,1
2023-08-23,108.0,1415.81,7.870503965487756,88,65.0,Wednesday,8,3,0
2023-08-24,106.0,1264.26,8.897673156928754,92,65.0,Thursday,8,3,0
2023-08-25,102.0,1312.98,3.808623039148161,81,64.0,Friday,8,3,0
2023-08-26,77.69999999999999,1385.61,8.534661231314104,95,53.6,Saturday,8,3,0
2023-08-27,81.19999999999999,1378.86,8.24942504172108,98,56.800000000000004,Sunday,8,3,0
2023-08-28,114.0,1439.86,6.6453992616832895,103,65.0,Monday,8,3,0
2023-08-29,116.0,1536.43,3.3719695627224953,92,67.0,Tuesday,8,3,0
2023-08-30,104.0,1240.49,6.9532031011644255,81,59.0,Wednesday,8,3,0
2023-08-31,100.0,1238.73,7.1665048567344405,86,62.0,Thursday,8,3,0
2023-09-01,99.0,1186.17,6.373003066505895,81,60.0,Friday,9,3,0
2023-09-02,79.1,1383.0,3.3051356988342557,96,52.0,Saturday,9,3,0
2023-09-03,79.8,1494.63,10.040829794676226,95,56.0,Sunday,9,3,0
2023-09-04,113.0,1394.22,5.451406770087338,80,69.0,Monday,9,3,0
2023-09-05,111.0,1455.99,6.166415610056223,91,64.0,Tuesday,9,3,0
2023-09-06,102.0,1333.82,1.677533475703978,83,61.0,Wednesday,9,3,0
2023-09-07,110.0,1359.76,9.575845905967459,89,68.0,Thursday,9,3,0
2023-09-08,104.0,1277.42,5.346716997151227,83,60.0,Friday,9,3,1
2023-09-09,75.6,1305.36,6.374484169743491,78,53.6,Saturday,9,3,0
2023-09-10,79.8,1375.12,8.320865383015164,95,55.2,Sunday,9,3,0
2023-09-11,114.0,1441.78,4.632733374049453,93,65.0,Monday,9,3,0
2023-09-12,110.0,1379.26,7.821930211197084,94,67.0,Tuesday,9,3,0
2023-09-13,103.0,1256.43,1.68706154363759,75,63.0,Wednesday,9,3,0
2023-09-14,104.0,1223.34,6.830157124142555,86,61.0,Thursday,9,3,0
2023-09-15,109.0,1370.75,8.795362755541657,86,64.0,Friday,9,3,0
2023-09-16,78.39999999999999,1370.44,4.41698547749866,90,51.2,Saturday,9,3,0
2023-09-17,81.19999999999999,1442.08,7.74679091730149,92,54.400000000000006,Sunday,9,3,0
2023-09-18,111.0,1400.03,9.112369597710023,91,66.0,Monday,9,3,0
2023-09-19,107.0,1207.8,4.874644433268874,84,62.0,Tuesday,9,3,0
2023-09-20,105.0,1234.26,4.6534003661876255,79,58.0,Wednesday,9,3,0
2023-09-21,103.0,1398.65,3.4803398203676896,83,60.0,Thursday,9,3,0
2023-09-22,107.0,1309.46,4.210294169886813,84,63.0,Friday,9,3,0
2023-09-23,71.39999999999999,1153.27,3.556232621216308,81,51.2,Saturday,9,3,0
2023-09-24,104.3,1783.91,3.3503115455149066,103,72.8,Sunday,9,3,1
2023-09-25,112.0,1521.92,7.512180464202633,93,70.0,Monday,9,3,0
2023-09-26,108.0,,3.5050388046277026,85,63.0,Tuesday,9,3,0
2023-09-27,102.0,1335.8,5.57672928982475,75,62.0,Wednesday,9,3,0
2023-09-28,98.0,1226.15,5.11536801543808,83,51.0,Thursday,9,3,0
2023-09-29,106.0,1301.05,8.018733184620078,88,65.0,Friday,9,3,0
2023-09-30,75.6,1385.06,4.004306580016929,85,52.800000000000004,Saturday,9,3,0
2023-10-01,75.6,1225.09,5.765425721065516,80,50.400000000000006,Sunday,10,4,0
2023-10-02,109.0,1284.45,6.582217431158598,88,66.0,Monday,10,4,0
2023-10-03,109.0,1334.4,7.980964358334514,88,61.0,Tuesday,10,4,0
2023-10-04,83.0,969.29,3.9717838784569963,71,47.0,Wednesday,10,4,0
2023-10-05,102.0,1245.6,3.7817676398672138,79,63.0,Thursday,10,4,0
2023-10-06,99.0,1283.23,2.9086860254330817,85,61.0,Friday,10,4,0
2023-10-07,74.89999999999999,1343.67,9.52397212965619,83,50.400000000000006,Saturday,10,4,0
2023-10-08,77.69999999999999,1451.99,7.843866058189747,82,55.2,Sunday,10,4,0
2023-10-09,105.0,1316.96,5.018483258017871,78,63.0,Monday,10,4,0
2023-10-10,110.0,1422.71,8.998137509399374,88,64.0,Tuesday,10,4,0
2023-10-11,105.0,1309.67,4.968304294868535,84,62.0,Wednesday,10,4,0
2023-10-12,105.0,1285.0,6.662011737482942,86,62.0,Thursday,10,4,0
2023-10-13,147.0,1911.79,5.279069963818114,117,85.0,Friday,10,4,0
2023-10-14,77.69999999999999,1357.6,6.104234609723846,94,56.800000000000004,Saturday,10,4,0
2023-10-15,77.69999999999999,1407.59,5.946391551747068,88,52.0,Sunday,10,4,0
2023-10-16,72.0,934.99,4.571474243034079,47,41.0,Monday,10,4,0
2023-10-17,118.0,1519.01,7.669332418039403,94,66.0,Tuesday,10,4,0
2023-10-18,106.0,1271.05,6.9834259480247445,75,56.0,Wednesday,10,4,0
2023-10-19,104.0,1347.34,7.678371607804584,84,64.0,Thursday,10,4,0
2023-10-20,105.0,1257.41,6.339152490750673,89,65.0,Friday,10,4,0
2023-10-21,76.3,1405.1,3.965506040460239,82,55.2,Saturday,10,4,1
2023-10-22,78.39999999999999,1428.39,9.281573948898618,97,53.6,Sunday,10,4,0
2023-10-23,112.0,1439.62,5.426028784805418,94,66.0,Monday,10,4,0
2023-10-24,109.0,1306.74,6.771772028562136,94,64.0,Tuesday,10,4,0
2023-10-25,107.0,1362.58,7.411027320615392,86,63.0,Wednesday,10,4,0
2023-10-26,103.0,1335.68,6.95583598563732,77,65.0,Thursday,10,4,0
2023-10-27,103.0,1298.0,8.17662605755852,86,62.0,Friday,10,4,0
2023-10-28,77.0,1328.23,8.601387821444666,85,53.6,Saturday,10,4,0
